"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2001M01","Ale - take home (6 x 250ml)","IEP","4.903"
"National Average Price","2001M01","Cider - take home ( 500ml can)","IEP","1.366"
"National Average Price","2001M01","Whiskey - take home (70cl bottle)","IEP","14.397"
"National Average Price","2001M01","Brandy - take home (70cl bottle)","IEP","18.888"
"National Average Price","2001M01","Vodka - take home (70cl bottle)","IEP","12.546"
"National Average Price","2001M01","Sherry - take home (75cl bottle)","IEP","8.503"
"National Average Price","2001M01","Stout - draught bar (1 pint)","IEP","2.251"
"National Average Price","2001M01","Lager - draught lounge (1/2 pint)","IEP","1.454"
"National Average Price","2001M01","Lager - draught lounge (1 pint)","IEP","2.489"
"National Average Price","2001M01","Lager - bottled bar (330ml bottle)","IEP","2.498"
"National Average Price","2001M01","Ale - draught bar (1/2 pint)","IEP","1.344"
"National Average Price","2001M01","Ale - draught bar (1 pint)","IEP","2.285"
"National Average Price","2001M01","Cider - bar (330ml bottle)","IEP","2.588"
"National Average Price","2001M01","Plain cigarettes, standard size per 20 pk.","IEP","3.792"
"National Average Price","2001M01","Filtered cigarettes, standard size per 20 pk.","IEP","3.764"
"National Average Price","2001M01","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M01","Petrol - unleaded per ltr.","IEP","0.659"
"National Average Price","2001M01","Liquid petroleum gas per ltr.","IEP","0.5"
"National Average Price","2001M01","Diesel per ltr.","IEP","0.638"
"National Average Price","2001M02","Round steak per kg.","IEP","6.518"
"National Average Price","2001M02","Sirloin steak per kg.","IEP","9.573"
"National Average Price","2001M02","Rib steak per kg.","IEP","4.321"
"National Average Price","2001M02","Leg beef (boneless) per kg.","IEP","4.619"
"National Average Price","2001M02","Brisket pot roast per kg.","IEP","4.441"
"National Average Price","2001M02","Lamb whole leg per kg.","IEP","6.968"
"National Average Price","2001M02","Lamb loin chops per kg.","IEP","10.254"
"National Average Price","2001M02","Lamb gigot chops per kg.","IEP","6.813"
"National Average Price","2001M02","Lamb - neck per kg.","IEP",""
"National Average Price","2001M02","Lambs liver per kg.","IEP","3.785"
"National Average Price","2001M02","Whole leg of pork per kg.","IEP","4.109"
"National Average Price","2001M02","Pork loin chops per kg.","IEP","6.239"
"National Average Price","2001M02","Shoulder roast of pork per kg.","IEP","3.38"
"National Average Price","2001M02","Pork steak per kg.","IEP","8.482"
"National Average Price","2001M02","Best back rashers per kg.","IEP","7.379"
"National Average Price","2001M02","Streaky rashers per kg.","IEP","5.235"
"National Average Price","2001M02","Ham fillet per kg.","IEP","6.245"
"National Average Price","2001M02","Cooked ham per kg.","IEP","10.069"
"National Average Price","2001M02","Pork sausages per kg.","IEP","3.384"
"National Average Price","2001M02","Black pudding per kg.","IEP","3.419"
"National Average Price","2001M02","Fillet of whiting per kg.","IEP","5.725"
"National Average Price","2001M02","Cod cutlets per kg.","IEP","9.974"
"National Average Price","2001M02","Fillet of plaice per kg.","IEP","10.936"
"National Average Price","2001M02","Smoked kippers per kg.","IEP","4.683"
"National Average Price","2001M02","Potatoes per 5lbs","IEP","2.154"
"National Average Price","2001M02","Potatoes 10 kg.","IEP","4.733"
"National Average Price","2001M02","Tomatoes per kg.","IEP","1.823"
"National Average Price","2001M02","Onions per kg.","IEP","0.776"
"National Average Price","2001M02","Broccoli per kg.","IEP","2.189"
"National Average Price","2001M02","Carrots per kg.","IEP","0.82"
"National Average Price","2001M02","Mushrooms per kg.","IEP","3.256"
"National Average Price","2001M02","Fresh pasteurised milk per litre","IEP","0.645"
"National Average Price","2001M02","Irish cheddar per kg.","IEP","6.39"
"National Average Price","2001M02","Butter per lb.","IEP","1.595"
"National Average Price","2001M02","Large (size 2) eggs per dozen","IEP","1.856"
"National Average Price","2001M02","Medium (size 3) eggs per dozen","IEP","1.587"
"National Average Price","2001M02","Bread white sliced, large (800g)","IEP","0.792"
"National Average Price","2001M02","Bread brown sliced, large (800g)","IEP","0.896"
"National Average Price","2001M02","Bread white sliced, small (400g)","IEP","0.601"
"National Average Price","2001M02","White, plain flour per 2 kgs.","IEP","0.967"
"National Average Price","2001M02","White, self-raising flour per 2 kgs.","IEP","0.965"
"National Average Price","2001M02","Brown, wholemeal flour per 2 kgs.","IEP","0.991"
"National Average Price","2001M02","White granulated sugar per kg.","IEP","0.884"
"National Average Price","2001M02","Jam per lb.","IEP","1.155"
"National Average Price","2001M02","Honey per lb.","IEP","1.838"
"National Average Price","2001M02","Marmalade per lb.","IEP","1.145"
"National Average Price","2001M02","Stout - take home (6 x 250ml)","IEP","4.582"
"National Average Price","2001M02","Lager - take home (4 x 330ml)","IEP","5.242"
"National Average Price","2001M02","Ale - take home (6 x 250ml)","IEP","4.938"
"National Average Price","2001M02","Cider - take home ( 500ml can)","IEP","1.354"
"National Average Price","2001M02","Whiskey - take home (70cl bottle)","IEP","14.425"
"National Average Price","2001M02","Brandy - take home (70cl bottle)","IEP","18.888"
"National Average Price","2001M02","Vodka - take home (70cl bottle)","IEP","12.548"
"National Average Price","2001M02","Sherry - take home (75cl bottle)","IEP","8.452"
"National Average Price","2001M02","Stout - draught bar (1 pint)","IEP","2.291"
"National Average Price","2001M02","Lager - draught lounge (1/2 pint)","IEP","1.483"
"National Average Price","2001M02","Lager - draught lounge (1 pint)","IEP","2.532"
"National Average Price","2001M02","Lager - bottled bar (330ml bottle)","IEP","2.539"
"National Average Price","2001M02","Ale - draught bar (1/2 pint)","IEP","1.379"
"National Average Price","2001M02","Ale - draught bar (1 pint)","IEP","2.335"
"National Average Price","2001M02","Cider - bar (330ml bottle)","IEP","2.629"
"National Average Price","2001M02","Plain cigarettes, standard size per 20 pk.","IEP","3.793"
"National Average Price","2001M02","Filtered cigarettes, standard size per 20 pk.","IEP","3.782"
"National Average Price","2001M02","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M02","Petrol - unleaded per ltr.","IEP","0.648"
"National Average Price","2001M02","Liquid petroleum gas per ltr.","IEP","0.502"
"National Average Price","2001M02","Diesel per ltr.","IEP","0.582"
"National Average Price","2001M03","Round steak per kg.","IEP","6.639"
"National Average Price","2001M03","Sirloin steak per kg.","IEP","9.549"
"National Average Price","2001M03","Rib steak per kg.","IEP","4.353"
"National Average Price","2001M03","Leg beef (boneless) per kg.","IEP","4.725"
"National Average Price","2001M03","Brisket pot roast per kg.","IEP","4.431"
"National Average Price","2001M03","Lamb whole leg per kg.","IEP","8.194"
"National Average Price","2001M03","Lamb loin chops per kg.","IEP","11.833"
"National Average Price","2001M03","Lamb gigot chops per kg.","IEP","7.789"
"National Average Price","2001M03","Lamb - neck per kg.","IEP",""
"National Average Price","2001M03","Lambs liver per kg.","IEP","3.954"
"National Average Price","2001M03","Whole leg of pork per kg.","IEP","4.369"
"National Average Price","2001M03","Pork loin chops per kg.","IEP","6.816"
"National Average Price","2001M03","Shoulder roast of pork per kg.","IEP","3.686"
"National Average Price","2001M03","Pork steak per kg.","IEP","8.959"
"National Average Price","2001M03","Best back rashers per kg.","IEP","7.779"
"National Average Price","2001M03","Streaky rashers per kg.","IEP","5.437"
"National Average Price","2001M03","Ham fillet per kg.","IEP","6.463"
"National Average Price","2001M03","Cooked ham per kg.","IEP","10.246"
"National Average Price","2001M03","Pork sausages per kg.","IEP","3.444"
"National Average Price","2001M03","Black pudding per kg.","IEP","3.436"
"National Average Price","2001M03","Fillet of whiting per kg.","IEP","5.911"
"National Average Price","2001M03","Cod cutlets per kg.","IEP","9.949"
"National Average Price","2001M03","Fillet of plaice per kg.","IEP","11.023"
"National Average Price","2001M03","Smoked kippers per kg.","IEP","4.856"
"National Average Price","2001M03","Potatoes per 5lbs","IEP","2.139"
"National Average Price","2001M03","Potatoes 10 kg.","IEP","4.885"
"National Average Price","2001M03","Tomatoes per kg.","IEP","1.849"
"National Average Price","2001M03","Onions per kg.","IEP","0.8"
"National Average Price","2001M03","Broccoli per kg.","IEP","1.96"
"National Average Price","2001M03","Carrots per kg.","IEP","0.94"
"National Average Price","2001M03","Mushrooms per kg.","IEP","3.317"
"National Average Price","2001M03","Fresh pasteurised milk per litre","IEP","0.646"
"National Average Price","2001M03","Irish cheddar per kg.","IEP","6.547"
"National Average Price","2001M03","Butter per lb.","IEP","1.602"
"National Average Price","2001M03","Large (size 2) eggs per dozen","IEP","1.875"
"National Average Price","2001M03","Medium (size 3) eggs per dozen","IEP","1.582"
"National Average Price","2001M03","Bread white sliced, large (800g)","IEP","0.788"
"National Average Price","2001M03","Bread brown sliced, large (800g)","IEP","0.891"
"National Average Price","2001M03","Bread white sliced, small (400g)","IEP","0.6"
"National Average Price","2001M03","White, plain flour per 2 kgs.","IEP","0.966"
"National Average Price","2001M03","White, self-raising flour per 2 kgs.","IEP","0.964"
"National Average Price","2001M03","Brown, wholemeal flour per 2 kgs.","IEP","0.989"
"National Average Price","2001M03","White granulated sugar per kg.","IEP","0.884"
"National Average Price","2001M03","Jam per lb.","IEP","1.157"
"National Average Price","2001M03","Honey per lb.","IEP","1.91"
"National Average Price","2001M03","Marmalade per lb.","IEP","1.156"
"National Average Price","2001M03","Stout - take home (6 x 250ml)","IEP","4.599"
"National Average Price","2001M03","Lager - take home (4 x 330ml)","IEP","4.991"
"National Average Price","2001M03","Ale - take home (6 x 250ml)","IEP","4.917"
"National Average Price","2001M03","Cider - take home ( 500ml can)","IEP","1.345"
"National Average Price","2001M03","Whiskey - take home (70cl bottle)","IEP","14.42"
"National Average Price","2001M03","Brandy - take home (70cl bottle)","IEP","18.772"
"National Average Price","2001M03","Vodka - take home (70cl bottle)","IEP","12.552"
"National Average Price","2001M03","Sherry - take home (75cl bottle)","IEP","8.48"
"National Average Price","2001M03","Stout - draught bar (1 pint)","IEP","2.315"
"National Average Price","2001M03","Lager - draught lounge (1/2 pint)","IEP","1.49"
"National Average Price","2001M03","Lager - draught lounge (1 pint)","IEP","2.553"
"National Average Price","2001M03","Lager - bottled bar (330ml bottle)","IEP","2.566"
"National Average Price","2001M03","Ale - draught bar (1/2 pint)","IEP","1.4"
"National Average Price","2001M03","Ale - draught bar (1 pint)","IEP","2.35"
"National Average Price","2001M03","Cider - bar (330ml bottle)","IEP","2.65"
"National Average Price","2001M03","Plain cigarettes, standard size per 20 pk.","IEP","3.847"
"National Average Price","2001M03","Filtered cigarettes, standard size per 20 pk.","IEP","3.835"
"National Average Price","2001M03","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M03","Petrol - unleaded per ltr.","IEP","0.66"
"National Average Price","2001M03","Liquid petroleum gas per ltr.","IEP","0.498"
"National Average Price","2001M03","Diesel per ltr.","IEP","0.59"
"National Average Price","2001M04","Round steak per kg.","IEP","6.793"
"National Average Price","2001M04","Sirloin steak per kg.","IEP","9.598"
"National Average Price","2001M04","Rib steak per kg.","IEP","4.424"
"National Average Price","2001M04","Leg beef (boneless) per kg.","IEP","4.74"
"National Average Price","2001M04","Brisket pot roast per kg.","IEP","4.501"
"National Average Price","2001M04","Lamb whole leg per kg.","IEP","8.51"
"National Average Price","2001M04","Lamb loin chops per kg.","IEP","12.314"
"National Average Price","2001M04","Lamb gigot chops per kg.","IEP","8.216"
"National Average Price","2001M04","Lamb - neck per kg.","IEP",""
"National Average Price","2001M04","Lambs liver per kg.","IEP","3.979"
"National Average Price","2001M04","Whole leg of pork per kg.","IEP","4.453"
"National Average Price","2001M04","Pork loin chops per kg.","IEP","6.989"
"National Average Price","2001M04","Shoulder roast of pork per kg.","IEP","3.814"
"National Average Price","2001M04","Pork steak per kg.","IEP","9.18"
"National Average Price","2001M04","Best back rashers per kg.","IEP","8.029"
"National Average Price","2001M04","Streaky rashers per kg.","IEP","5.707"
"National Average Price","2001M04","Ham fillet per kg.","IEP","6.768"
"National Average Price","2001M04","Cooked ham per kg.","IEP","10.489"
"National Average Price","2001M04","Pork sausages per kg.","IEP","3.514"
"National Average Price","2001M04","Black pudding per kg.","IEP","3.55"
"National Average Price","2001M04","Fillet of whiting per kg.","IEP","5.415"
"National Average Price","2001M04","Cod cutlets per kg.","IEP","9.825"
"National Average Price","2001M04","Fillet of plaice per kg.","IEP","10.937"
"National Average Price","2001M04","Smoked kippers per kg.","IEP","4.863"
"National Average Price","2001M04","Potatoes per 5lbs","IEP","2.134"
"National Average Price","2001M04","Potatoes 10 kg.","IEP","5.319"
"National Average Price","2001M04","Tomatoes per kg.","IEP","1.944"
"National Average Price","2001M04","Onions per kg.","IEP","0.84"
"National Average Price","2001M04","Broccoli per kg.","IEP","2.205"
"National Average Price","2001M04","Carrots per kg.","IEP","1.003"
"National Average Price","2001M04","Mushrooms per kg.","IEP","3.238"
"National Average Price","2001M04","Fresh pasteurised milk per litre","IEP","0.65"
"National Average Price","2001M04","Irish cheddar per kg.","IEP","6.558"
"National Average Price","2001M04","Butter per lb.","IEP","1.601"
"National Average Price","2001M04","Large (size 2) eggs per dozen","IEP","1.874"
"National Average Price","2001M04","Medium (size 3) eggs per dozen","IEP","1.592"
"National Average Price","2001M04","Bread white sliced, large (800g)","IEP","0.796"
"National Average Price","2001M04","Bread brown sliced, large (800g)","IEP","0.895"
"National Average Price","2001M04","Bread white sliced, small (400g)","IEP","0.604"
"National Average Price","2001M04","White, plain flour per 2 kgs.","IEP","0.967"
"National Average Price","2001M04","White, self-raising flour per 2 kgs.","IEP","0.969"
"National Average Price","2001M04","Brown, wholemeal flour per 2 kgs.","IEP","0.989"
"National Average Price","2001M04","White granulated sugar per kg.","IEP","0.884"
"National Average Price","2001M04","Jam per lb.","IEP","1.159"
"National Average Price","2001M04","Honey per lb.","IEP","1.923"
"National Average Price","2001M04","Marmalade per lb.","IEP","1.158"
"National Average Price","2001M04","Stout - take home (6 x 250ml)","IEP","4.732"
"National Average Price","2001M04","Lager - take home (4 x 330ml)","IEP","5.129"
"National Average Price","2001M04","Ale - take home (6 x 250ml)","IEP","5.011"
"National Average Price","2001M04","Cider - take home ( 500ml can)","IEP","1.36"
"National Average Price","2001M04","Whiskey - take home (70cl bottle)","IEP","14.447"
"National Average Price","2001M04","Brandy - take home (70cl bottle)","IEP","19.097"
"National Average Price","2001M04","Vodka - take home (70cl bottle)","IEP","12.704"
"National Average Price","2001M04","Sherry - take home (75cl bottle)","IEP","8.511"
"National Average Price","2001M04","Stout - draught bar (1 pint)","IEP","2.349"
"National Average Price","2001M04","Lager - draught lounge (1/2 pint)","IEP","1.52"
"National Average Price","2001M04","Lager - draught lounge (1 pint)","IEP","2.596"
"National Average Price","2001M04","Lager - bottled bar (330ml bottle)","IEP","2.611"
"National Average Price","2001M04","Ale - draught bar (1/2 pint)","IEP","1.431"
"National Average Price","2001M04","Ale - draught bar (1 pint)","IEP","2.389"
"National Average Price","2001M04","Cider - bar (330ml bottle)","IEP","2.696"
"National Average Price","2001M04","Plain cigarettes, standard size per 20 pk.","IEP","3.866"
"National Average Price","2001M04","Filtered cigarettes, standard size per 20 pk.","IEP","3.845"
"National Average Price","2001M04","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M04","Petrol - unleaded per ltr.","IEP","0.661"
"National Average Price","2001M04","Liquid petroleum gas per ltr.","IEP","0.504"
"National Average Price","2001M04","Diesel per ltr.","IEP","0.588"
"National Average Price","2001M05","Round steak per kg.","IEP","6.514"
"National Average Price","2001M05","Sirloin steak per kg.","IEP","9.65"
"National Average Price","2001M05","Rib steak per kg.","IEP","4.394"
"National Average Price","2001M05","Leg beef (boneless) per kg.","IEP","4.762"
"National Average Price","2001M05","Brisket pot roast per kg.","IEP","4.506"
"National Average Price","2001M05","Lamb whole leg per kg.","IEP","8.502"
"National Average Price","2001M05","Lamb loin chops per kg.","IEP","12.774"
"National Average Price","2001M05","Lamb gigot chops per kg.","IEP","8.288"
"National Average Price","2001M05","Lamb - neck per kg.","IEP",""
"National Average Price","2001M05","Lambs liver per kg.","IEP","4.009"
"National Average Price","2001M05","Whole leg of pork per kg.","IEP","4.537"
"National Average Price","2001M05","Pork loin chops per kg.","IEP","7.086"
"National Average Price","2001M05","Shoulder roast of pork per kg.","IEP","3.899"
"National Average Price","2001M05","Pork steak per kg.","IEP","9.284"
"National Average Price","2001M05","Best back rashers per kg.","IEP","8.205"
"National Average Price","2001M05","Streaky rashers per kg.","IEP","5.926"
"National Average Price","2001M05","Ham fillet per kg.","IEP","6.812"
"National Average Price","2001M05","Cooked ham per kg.","IEP","10.487"
"National Average Price","2001M05","Pork sausages per kg.","IEP","3.566"
"National Average Price","2001M05","Black pudding per kg.","IEP","3.612"
"National Average Price","2001M05","Fillet of whiting per kg.","IEP","6.28"
"National Average Price","2001M05","Cod cutlets per kg.","IEP","9.801"
"National Average Price","2001M05","Fillet of plaice per kg.","IEP","11.196"
"National Average Price","2001M05","Smoked kippers per kg.","IEP","5.031"
"National Average Price","2001M05","Potatoes per 5lbs","IEP","2.158"
"National Average Price","2001M05","Potatoes 10 kg.","IEP","5.103"
"National Average Price","2001M05","Tomatoes per kg.","IEP","1.919"
"National Average Price","2001M05","Onions per kg.","IEP","0.846"
"National Average Price","2001M05","Broccoli per kg.","IEP","2.779"
"National Average Price","2001M05","Carrots per kg.","IEP","1.096"
"National Average Price","2001M05","Mushrooms per kg.","IEP","3.263"
"National Average Price","2001M05","Fresh pasteurised milk per litre","IEP","0.644"
"National Average Price","2001M05","Irish cheddar per kg.","IEP","6.566"
"National Average Price","2001M05","Butter per lb.","IEP","1.603"
"National Average Price","2001M05","Large (size 2) eggs per dozen","IEP","1.893"
"National Average Price","2001M05","Medium (size 3) eggs per dozen","IEP","1.616"
"National Average Price","2001M05","Bread white sliced, large (800g)","IEP","0.799"
"National Average Price","2001M05","Bread brown sliced, large (800g)","IEP","0.906"
"National Average Price","2001M05","Bread white sliced, small (400g)","IEP","0.609"
"National Average Price","2001M05","White, plain flour per 2 kgs.","IEP","0.965"
"National Average Price","2001M05","White, self-raising flour per 2 kgs.","IEP","0.973"
"National Average Price","2001M05","Brown, wholemeal flour per 2 kgs.","IEP","0.991"
"National Average Price","2001M05","White granulated sugar per kg.","IEP","0.885"
"National Average Price","2001M05","Jam per lb.","IEP","1.157"
"National Average Price","2001M05","Honey per lb.","IEP","1.927"
"National Average Price","2001M05","Marmalade per lb.","IEP","1.152"
"National Average Price","2001M05","Stout - take home (6 x 250ml)","IEP","4.739"
"National Average Price","2001M05","Lager - take home (4 x 330ml)","IEP","5.215"
"National Average Price","2001M05","Ale - take home (6 x 250ml)","IEP","5.041"
"National Average Price","2001M05","Cider - take home ( 500ml can)","IEP","1.377"
"National Average Price","2001M05","Whiskey - take home (70cl bottle)","IEP","14.462"
"National Average Price","2001M05","Brandy - take home (70cl bottle)","IEP","19.244"
"National Average Price","2001M05","Vodka - take home (70cl bottle)","IEP","12.785"
"National Average Price","2001M05","Sherry - take home (75cl bottle)","IEP","8.572"
"National Average Price","2001M05","Stout - draught bar (1 pint)","IEP","2.362"
"National Average Price","2001M05","Lager - draught lounge (1/2 pint)","IEP","1.535"
"National Average Price","2001M05","Lager - draught lounge (1 pint)","IEP","2.605"
"National Average Price","2001M05","Lager - bottled bar (330ml bottle)","IEP","2.619"
"National Average Price","2001M05","Ale - draught bar (1/2 pint)","IEP","1.437"
"National Average Price","2001M05","Ale - draught bar (1 pint)","IEP","2.402"
"National Average Price","2001M05","Cider - bar (330ml bottle)","IEP","2.716"
"National Average Price","2001M05","Plain cigarettes, standard size per 20 pk.","IEP","3.863"
"National Average Price","2001M05","Filtered cigarettes, standard size per 20 pk.","IEP","3.847"
"National Average Price","2001M05","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M05","Petrol - unleaded per ltr.","IEP","0.693"
"National Average Price","2001M05","Liquid petroleum gas per ltr.","IEP","0.507"
"National Average Price","2001M05","Diesel per ltr.","IEP","0.587"
"National Average Price","2001M06","Round steak per kg.","IEP","6.727"
"National Average Price","2001M06","Sirloin steak per kg.","IEP","9.717"
"National Average Price","2001M06","Rib steak per kg.","IEP","4.381"
"National Average Price","2001M06","Leg beef (boneless) per kg.","IEP","4.775"
"National Average Price","2001M06","Brisket pot roast per kg.","IEP","4.491"
"National Average Price","2001M06","Lamb whole leg per kg.","IEP","8.305"
"National Average Price","2001M06","Lamb loin chops per kg.","IEP","12.825"
"National Average Price","2001M06","Lamb gigot chops per kg.","IEP","8.281"
"National Average Price","2001M06","Lamb - neck per kg.","IEP",""
"National Average Price","2001M06","Lambs liver per kg.","IEP","4.076"
"National Average Price","2001M06","Whole leg of pork per kg.","IEP","4.486"
"National Average Price","2001M06","Pork loin chops per kg.","IEP","6.948"
"National Average Price","2001M06","Shoulder roast of pork per kg.","IEP","3.824"
"National Average Price","2001M06","Pork steak per kg.","IEP","9.243"
"National Average Price","2001M06","Best back rashers per kg.","IEP","8.404"
"National Average Price","2001M06","Streaky rashers per kg.","IEP","5.885"
"National Average Price","2001M06","Ham fillet per kg.","IEP","6.947"
"National Average Price","2001M06","Cooked ham per kg.","IEP","10.48"
"National Average Price","2001M06","Pork sausages per kg.","IEP","3.604"
"National Average Price","2001M06","Black pudding per kg.","IEP","3.657"
"National Average Price","2001M06","Fillet of whiting per kg.","IEP","5.857"
"National Average Price","2001M06","Cod cutlets per kg.","IEP","9.902"
"National Average Price","2001M06","Fillet of plaice per kg.","IEP","11.322"
"National Average Price","2001M06","Smoked kippers per kg.","IEP","4.989"
"National Average Price","2001M06","Potatoes per 5lbs","IEP","2.154"
"National Average Price","2001M06","Potatoes 10 kg.","IEP","5.019"
"National Average Price","2001M06","Tomatoes per kg.","IEP","1.702"
"National Average Price","2001M06","Onions per kg.","IEP","0.933"
"National Average Price","2001M06","Broccoli per kg.","IEP","2.526"
"National Average Price","2001M06","Carrots per kg.","IEP","1.372"
"National Average Price","2001M06","Mushrooms per kg.","IEP","3.268"
"National Average Price","2001M06","Fresh pasteurised milk per litre","IEP","0.642"
"National Average Price","2001M06","Irish cheddar per kg.","IEP","6.627"
"National Average Price","2001M06","Butter per lb.","IEP","1.599"
"National Average Price","2001M06","Large (size 2) eggs per dozen","IEP","1.895"
"National Average Price","2001M06","Medium (size 3) eggs per dozen","IEP","1.615"
"National Average Price","2001M06","Bread white sliced, large (800g)","IEP","0.797"
"National Average Price","2001M06","Bread brown sliced, large (800g)","IEP","0.897"
"National Average Price","2001M06","Bread white sliced, small (400g)","IEP","0.615"
"National Average Price","2001M06","White, plain flour per 2 kgs.","IEP","0.963"
"National Average Price","2001M06","White, self-raising flour per 2 kgs.","IEP","0.973"
"National Average Price","2001M06","Brown, wholemeal flour per 2 kgs.","IEP","0.988"
"National Average Price","2001M06","White granulated sugar per kg.","IEP","0.889"
"National Average Price","2001M06","Jam per lb.","IEP","1.167"
"National Average Price","2001M06","Honey per lb.","IEP","1.951"
"National Average Price","2001M06","Marmalade per lb.","IEP","1.163"
"National Average Price","2001M06","Stout - take home (6 x 250ml)","IEP","4.747"
"National Average Price","2001M06","Lager - take home (4 x 330ml)","IEP","5.488"
"National Average Price","2001M06","Ale - take home (6 x 250ml)","IEP","5.215"
"National Average Price","2001M06","Cider - take home ( 500ml can)","IEP","1.378"
"National Average Price","2001M06","Whiskey - take home (70cl bottle)","IEP","14.526"
"National Average Price","2001M06","Brandy - take home (70cl bottle)","IEP","19.282"
"National Average Price","2001M06","Vodka - take home (70cl bottle)","IEP","12.859"
"National Average Price","2001M06","Sherry - take home (75cl bottle)","IEP","8.594"
"National Average Price","2001M06","Stout - draught bar (1 pint)","IEP","2.367"
"National Average Price","2001M06","Lager - draught lounge (1/2 pint)","IEP","1.544"
"National Average Price","2001M06","Lager - draught lounge (1 pint)","IEP","2.614"
"National Average Price","2001M06","Lager - bottled bar (330ml bottle)","IEP","2.62"
"National Average Price","2001M06","Ale - draught bar (1/2 pint)","IEP","1.439"
"National Average Price","2001M06","Ale - draught bar (1 pint)","IEP","2.408"
"National Average Price","2001M06","Cider - bar (330ml bottle)","IEP","2.723"
"National Average Price","2001M06","Plain cigarettes, standard size per 20 pk.","IEP","3.869"
"National Average Price","2001M06","Filtered cigarettes, standard size per 20 pk.","IEP","3.847"
"National Average Price","2001M06","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M06","Petrol - unleaded per ltr.","IEP","0.736"
"National Average Price","2001M06","Liquid petroleum gas per ltr.","IEP","0.512"
"National Average Price","2001M06","Diesel per ltr.","IEP","0.592"
"National Average Price","2001M07","Round steak per kg.","IEP","6.694"
"National Average Price","2001M07","Sirloin steak per kg.","IEP","9.928"
"National Average Price","2001M07","Rib steak per kg.","IEP","4.413"
"National Average Price","2001M07","Leg beef (boneless) per kg.","IEP","4.824"
"National Average Price","2001M07","Brisket pot roast per kg.","IEP","4.484"
"National Average Price","2001M07","Lamb whole leg per kg.","IEP","8.313"
"National Average Price","2001M07","Lamb loin chops per kg.","IEP","12.54"
"National Average Price","2001M07","Lamb gigot chops per kg.","IEP","8.084"
"National Average Price","2001M07","Lamb - neck per kg.","IEP",""
"National Average Price","2001M07","Lambs liver per kg.","IEP","4.054"
"National Average Price","2001M07","Whole leg of pork per kg.","IEP","4.528"
"National Average Price","2001M07","Pork loin chops per kg.","IEP","7.063"
"National Average Price","2001M07","Shoulder roast of pork per kg.","IEP","3.996"
"National Average Price","2001M07","Pork steak per kg.","IEP","9.174"
"National Average Price","2001M07","Best back rashers per kg.","IEP","8.581"
"National Average Price","2001M07","Streaky rashers per kg.","IEP","5.9"
"National Average Price","2001M07","Ham fillet per kg.","IEP","6.973"
"National Average Price","2001M07","Cooked ham per kg.","IEP","10.618"
"National Average Price","2001M07","Pork sausages per kg.","IEP","3.593"
"National Average Price","2001M07","Black pudding per kg.","IEP","3.695"
"National Average Price","2001M07","Fillet of whiting per kg.","IEP","6.381"
"National Average Price","2001M07","Cod cutlets per kg.","IEP","9.931"
"National Average Price","2001M07","Fillet of plaice per kg.","IEP","10.495"
"National Average Price","2001M07","Smoked kippers per kg.","IEP","4.878"
"National Average Price","2001M07","Potatoes per 5lbs","IEP","2.238"
"National Average Price","2001M07","Potatoes 10 kg.","IEP","5.12"
"National Average Price","2001M07","Tomatoes per kg.","IEP","1.609"
"National Average Price","2001M07","Onions per kg.","IEP","0.968"
"National Average Price","2001M07","Broccoli per kg.","IEP","2.59"
"National Average Price","2001M07","Carrots per kg.","IEP","1.295"
"National Average Price","2001M07","Mushrooms per kg.","IEP","3.256"
"National Average Price","2001M07","Fresh pasteurised milk per litre","IEP","0.646"
"National Average Price","2001M07","Irish cheddar per kg.","IEP","6.772"
"National Average Price","2001M07","Butter per lb.","IEP","1.599"
"National Average Price","2001M07","Large (size 2) eggs per dozen","IEP","1.881"
"National Average Price","2001M07","Medium (size 3) eggs per dozen","IEP","1.577"
"National Average Price","2001M07","Bread white sliced, large (800g)","IEP","0.801"
"National Average Price","2001M07","Bread brown sliced, large (800g)","IEP","0.904"
"National Average Price","2001M07","Bread white sliced, small (400g)","IEP","0.618"
"National Average Price","2001M07","White, plain flour per 2 kgs.","IEP","0.965"
"National Average Price","2001M07","White, self-raising flour per 2 kgs.","IEP","0.975"
"National Average Price","2001M07","Brown, wholemeal flour per 2 kgs.","IEP","0.981"
"National Average Price","2001M07","White granulated sugar per kg.","IEP","0.886"
"National Average Price","2001M07","Jam per lb.","IEP","1.168"
"National Average Price","2001M07","Honey per lb.","IEP","1.975"
"National Average Price","2001M07","Marmalade per lb.","IEP","1.164"
"National Average Price","2001M07","Stout - take home (6 x 250ml)","IEP","4.77"
"National Average Price","2001M07","Lager - take home (4 x 330ml)","IEP","5.639"
"National Average Price","2001M07","Ale - take home (6 x 250ml)","IEP","5.098"
"National Average Price","2001M07","Cider - take home ( 500ml can)","IEP","1.421"
"National Average Price","2001M07","Whiskey - take home (70cl bottle)","IEP","14.555"
"National Average Price","2001M07","Brandy - take home (70cl bottle)","IEP","19.304"
"National Average Price","2001M07","Vodka - take home (70cl bottle)","IEP","12.822"
