,bullocks_200-249kg,bullocks_250-299kg,bullocks_300-349kg,bullocks_350-399kg,bullocks_400-449kg,bullocks_450-499kg,bullocks_500-549kg,bullocks_550kg+,heifers_200-249kg,heifers_250-299kg,heifers_300-349kg,heifers_350-399kg,heifers_400-449kg,target_cattle,feeding_stuffs,fertilisers,cereals,compound_feeding_stuffs_for_cattle_excluding_calves,compound_feeding_stuffs_for_pigs,compound_feeding_stuffs_for_poultry,npk_fertilisers,pk_fertilisers,electricity,motor_fuel,cattle,milk,other_goods_and_services,pigs,plant_protection_products,potatoes,poultry,seeds,sheep,straight_feeding_stuffs,straight_fertilisers,crop_output,vegetables,veterinary_expenses,cents_per_kg,eurgbp,eurusd,pbeefusdm,sunshine,rain,temp,petrol,diesel,brent_price,crude_price,all_items,food_and_non-alcoholic_beverages,ale_draught_bar_1_pint,best_back_rashers_per_kg,brandy_take_home_70cl_bottle,broccoli_per_kg,butter_per_lb,carrots_per_kg,cooked_ham_per_kg,diesel_per_ltr,ham_fillet_per_kg,irish_cheddar_per_kg,jam_per_lb,lamb_gigot_chops_per_kg,lamb_loin_chops_per_kg,lambs_liver_per_kg,marmalade_per_lb,mushrooms_per_kg,onions_per_kg,petrol_unleaded_per_ltr,pork_loin_chops_per_kg,pork_sausages_per_kg,pork_steak_per_kg,potatoes_10_kg,sherry_take_home_75cl_bottle,sirloin_steak_per_kg,stout_draught_bar_1_pint,tomatoes_per_kg,vodka_take_home_70cl_bottle,whiskey_take_home_70cl_bottle
2015-07-31,236.29,246.23,237.97,240.47,229.22,225.22,225.53,211.92,253.44,252.87,252.32,247.42,241.51,238.4930769230769,100.55110081803029,99.51931534140881,98.17442799108323,99.8611002595689,100.0635014341226,101.92770679596428,99.60424282573794,99.9118008553653,100.2034034374023,105.19435579991543,105.54709068503361,91.89426964573836,100.01863703178215,105.25869793534217,99.50821143014826,156.27589013224824,99.96210314187246,99.71406997591603,93.55361879499812,101.8119447756028,99.37875206282777,108.36121950014817,100.60984486970024,99.99999999999999,151.0225,0.7031,1.0987,204.413043478261,12.8,82.8,14.9,145.3,132.6,56.56,50.93,100.7,102.7,4.361,10.035,30.453,3.086,2.73,1.282,16.921,1.318,5.792,10.288,1.474,12.928,18.028,5.826,2.022,4.362,1.113,1.457,8.501,5.913,8.777,4.852,13.449,15.824,4.306,2.981,19.246,25.144
2015-08-31,190.15,230.57,222.4,219.55,217.53,213.92,215.06,198.63,236.91,230.29,227.47,223.69,226.11,219.40615384615387,100.35015868893775,98.6013099168313,102.55580081248345,99.7673429347779,99.98815416672332,102.08139704153277,99.03842243097344,99.71115374465992,100.2034034374023,100.66008247554244,101.04412453071716,91.95509741894355,100.76712427593628,101.33134909792396,99.50821143014826,101.53733468972534,99.78465667675763,99.71406997591603,92.45320197044336,101.02372803138098,97.98307901995736,102.450792749185,102.71599346479236,99.99999999999999,145.02,0.7306,1.1211,212.0,12.1,93.3,14.7,143.6,128.8,46.52,42.89,101.1,102.7,4.361,10.192,31.07,3.083,2.725,1.303,17.347,1.276,5.895,10.304,1.391,13.103,18.742,5.818,1.924,4.385,1.102,1.428,7.9,5.947,9.221,5.404,14.163,15.115,4.305,2.934,19.293,25.125
2015-09-30,195.06,217.09,222.51,222.39,213.64,210.47,209.14,197.97,250.59,221.8,221.36,222.63,219.63,217.2523076923077,100.86613720686182,98.34439930781406,102.55580081248345,102.32396628208802,100.29498066798848,98.42054578233652,98.93336513545428,99.98787558928204,100.2034034374023,97.19679685346236,98.18615603595688,91.75921136963869,100.74277589570477,100.71242335479012,99.50821143014826,141.08972533062055,99.73383030232775,99.71406997591603,92.56233421750663,99.75279775410529,97.52632773956438,108.69647090783363,102.48305537132596,99.99999999999999,143.4375,0.7386,1.1176,202.409090909091,9.3,87.9,13.1,136.5,122.0,47.62,45.47,100.6,102.4,4.369,10.255,31.112,2.883,2.732,1.212,16.506,1.219,5.842,10.701,1.409,12.996,16.905,5.836,1.951,4.356,1.098,1.365,8.439,5.95,9.573,6.862,14.244,16.192,4.312,2.96,19.294,26.157
2015-10-31,212.55,215.28,223.31,219.32,211.59,208.87,206.13,191.78,250.72,226.41,226.01,218.41,215.59,217.3823076923077,99.93465123555994,98.34439930781406,102.55580081248345,100.89243083226988,99.57723968781377,98.1131652911996,98.93336513545428,99.98787558928204,99.45926334762689,95.3503001825064,96.47667676082577,94.91710068027444,101.34517285846978,98.88888306660189,99.50821143014826,129.0970498474059,100.04681376592224,99.9330802071293,90.2887457370216,99.25070184209514,97.52632773956438,106.71737627185615,102.31805755512057,99.99999999999999,140.978,0.7132,1.1005,184.545454545455,7.5,49.8,11.3,134.2,120.1,48.43,46.25,100.4,103.0,4.371,10.285,31.155,3.057,2.734,1.27,17.254,1.194,5.862,10.52,1.411,12.11,17.014,5.828,1.844,4.417,1.067,1.324,8.516,5.92,9.548,7.746,13.708,15.913,4.317,3.054,19.17,25.53
2015-11-30,212.95,221.4,212.21,212.48,211.54,205.88,204.4,189.87,220.59,227.85,212.27,208.59,208.57,211.43076923076927,99.87249540749318,98.34439930781406,102.55580081248345,101.2648557613008,99.04825526411354,98.1131652911996,98.93336513545428,99.98787558928204,98.34614093117862,94.79566402137395,95.16125180309704,95.54187407963627,101.59677278752883,96.60721196709542,99.50821143014826,115.19023397761954,100.21177656012448,99.9330802071293,93.6172792724517,97.91700957581816,97.52632773956438,104.39562135730513,102.05600219997089,99.99999999999999,137.7775,0.7014,1.0563,177.071428571429,5.6,190.6,10.2,131.2,119.4,44.27,42.92,100.1,102.9,4.372,10.133,28.712,2.875,2.719,1.315,16.918,1.198,5.783,10.236,1.412,12.492,18.374,5.851,1.814,4.308,1.128,1.314,8.329,5.847,9.609,7.785,14.127,16.019,4.316,2.974,19.054,23.704
2015-12-31,216.99,236.94,224.63,208.11,209.56,207.15,199.48,188.45,220.11,211.3,218.49,215.88,208.53,212.74000000000004,99.4288901140304,98.34439930781406,102.55580081248345,100.6719274943355,99.04825526411354,97.75707423042898,98.93336513545428,99.98787558928204,98.34614093117862,92.91284604429075,94.03353999293093,97.0955597443859,101.94937340495565,95.3298354696552,99.50821143014826,108.75442522889117,100.00847106240498,99.9330802071293,98.01894657067072,97.62165903934161,97.52632773956438,103.19631038229772,101.59012601303805,99.99999999999999,136.6275,0.7368,1.086,167.108695652174,5.5,233.1,9.1,129.5,118.2,38.01,37.33,100.0,102.9,4.372,9.785,27.532,3.123,2.725,1.301,16.651,1.187,5.761,10.623,1.415,12.587,18.384,5.917,1.862,4.289,1.113,1.302,7.409,5.961,9.333,7.563,13.358,16.327,4.316,2.954,18.135,22.518
2016-01-31,231.75,215.86,217.24,227.99,202.12,203.15,202.97,189.97,229.73,237.39,231.53,217.87,211.6,216.85923076923078,99.53702422587257,97.07130087586879,102.55580081248345,100.78999227370196,99.04825526411354,97.75707423042898,97.94317944461642,100.91408547471823,97.93315861994434,86.32200146757711,94.5809172629226,97.68940376754169,103.63211701651183,94.62646992992545,99.50821143014826,107.14303153611394,100.32145452599947,99.9330802071293,100.44713906782874,97.42229742721992,95.79385027428243,102.97311814679439,101.68718355198239,101.74494832639209,136.25799999999998,0.7603,1.0834,159.071428571429,6.0,107.6,6.8,126.5,112.8,30.7,31.78,99.2,102.9,4.374,9.807,30.4,3.157,2.727,1.316,16.916,1.123,5.918,10.205,1.383,12.708,18.2,5.917,1.922,4.202,1.109,1.257,7.91,5.902,9.46,7.244,14.222,16.277,4.318,2.976,19.19,26.51
2016-02-29,224.4,225.13,219.78,221.7,228.58,217.42,212.86,193.04,254.61,240.12,233.11,226.49,223.54,224.6753846153846,99.52510393007894,95.53556452833583,102.55580081248345,101.19540589108524,99.04825526411354,97.75707423042898,96.5385551312975,99.8395298581444,97.93315861994434,82.55538385648832,94.30866155271733,98.48944363207102,104.07219144440003,94.86631488408617,99.50821143014826,122.35849440488302,99.87382575470478,99.9330802071293,105.89465706707087,96.72453178479404,93.9811434536619,104.93091227896866,100.37690677623384,101.74494832639209,136.55,0.7811,1.0871,171.309523809524,9.4,155.5,5.8,121.9,105.4,32.18,30.62,99.6,102.2,4.378,9.834,31.324,3.078,2.72,1.33,16.988,1.057,5.823,10.466,1.401,12.793,18.014,5.885,1.92,4.445,1.119,1.218,8.237,6.0,9.446,7.283,14.281,15.934,4.32,2.984,19.298,26.35
2016-03-31,229.98,231.73,217.98,221.28,226.16,221.23,215.89,198.87,247.53,239.86,228.77,230.23,227.59,225.93076923076922,99.09597328150842,94.28210257606065,102.55580081248345,100.51913777986128,99.04825526411354,97.47152951188649,95.50204496369527,98.26573380024203,97.93315861994434,83.69803251411338,94.71776158042053,86.0269669794543,104.47619419787118,92.96731775638669,100.47621385438659,122.44638860630724,100.56666949035413,99.3258636052949,109.12315270935962,96.45594739068568,92.39641509821142,104.65863627383185,99.5907407107847,101.74494832639209,133.605,0.7921,1.1378,176.195652173913,10.1,53.9,7.1,121.1,106.3,38.21,37.96,100.0,102.5,4.377,9.85,29.964,3.187,2.698,1.328,16.841,1.07,5.773,10.936,1.408,12.962,17.904,5.878,1.977,4.366,1.113,1.21,8.377,6.06,8.8,7.348,14.308,15.248,4.321,2.971,19.176,25.935
2016-04-30,234.41,229.93,218.94,215.01,212.9,215.34,215.6,199.05,227.23,224.89,222.49,224.67,222.98,220.26461538461538,98.97421597447354,90.80726386110462,102.55580081248345,100.67974060473477,98.055535596729,97.47824821114631,92.04838977635342,96.9838745337451,97.93315861994434,86.4986997136016,95.77884238782588,83.70004690955392,104.90544712343426,95.53015541264337,102.09733858584971,122.35849440488302,100.57469470736937,99.3258636052949,105.23076923076924,95.36130446486942,88.57797439412603,104.64844907636075,99.60044646467914,101.74494832639209,136.32,0.7837,1.1454,176.904761904762,13.2,46.0,8.3,126.0,111.1,41.58,41.13,100.2,102.2,4.381,10.022,31.201,3.12,2.7,1.2,17.604,1.109,5.8,10.453,1.362,12.628,16.904,5.885,1.874,4.316,1.066,1.262,8.357,5.97,8.761,7.296,14.254,15.8,4.325,2.958,19.403,25.943
2016-05-31,224.42,227.88,222.54,222.45,221.24,221.27,219.38,204.61,238.51,237.38,229.71,226.85,227.34,224.89076923076922,98.6438534910502,89.85653097041025,102.55580081248345,100.23178894184441,97.44887357777179,97.47824821114631,91.01518849994865,96.14229778979126,97.93315861994434,89.35041307305247,97.82505898873721,82.60617797106728,105.00374243622078,97.98699417530091,102.0363940470729,115.6883011190234,99.67141194776475,99.3258636052949,106.63129973474801,95.3465369380456,87.64223003186004,103.37227106588955,99.02780698490754,101.74494832639209,140.65,0.7686,1.1129,179.454545454545,15.2,41.0,12.9,129.1,113.2,46.74,46.8,100.7,102.2,4.379,9.471,31.111,3.096,2.689,1.266,17.433,1.13,5.655,10.046,1.375,12.563,17.02,5.89,1.97,4.268,1.091,1.291,7.752,5.957,9.172,7.22,14.187,16.249,4.323,2.946,19.131,25.801
2016-06-30,233.89,229.53,219.33,213.97,212.71,215.66,213.29,198.38,240.64,226.8,225.67,226.91,224.29,221.62076923076924,97.90053790334767,84.50886300691775,102.55580081248345,99.68053059700846,97.44887357777179,95.33162379763277,86.09900340333246,94.66264421511083,97.93315861994434,93.62258399915578,98.59668898845065,81.02981076376659,104.73591025367406,102.64825060653675,102.14101550530643,129.23377416073248,99.64555291516007,99.3258636052949,103.42099280030314,95.24962504326423,81.31443751079817,105.74866640324015,99.60044646467914,101.74494832639209,146.705,0.8341,1.1104,181.454545454545,14.8,70.7,15.7,132.8,117.2,48.25,48.84,101.4,102.1,4.388,9.688,30.088,3.184,2.647,1.275,17.893,1.173,5.699,10.405,1.365,12.484,18.212,5.888,1.847,4.263,1.114,1.329,8.595,5.912,8.783,7.495,14.665,16.065,4.331,2.949,19.256,25.544
2016-07-31,202.71,208.09,202.62,202.97,200.81,206.58,198.23,183.43,226.39,222.72,213.55,215.03,212.54,207.35923076923078,98.39182437998497,81.72457382702714,102.55580081248345,101.12856039100278,96.34507494916973,95.33162379763277,83.6876489431884,92.67424085736226,97.93315861994434,92.63601879218571,93.36579704053268,83.47529344245676,104.43831893973325,106.64207332638152,102.02928385088228,140.8260427263479,100.34642186782467,99.3258636052949,99.57408109132247,95.38437872553166,77.87887353219001,108.2760174849353,101.44453970462153,101.74494832639209,151.802,0.8447,1.117,187.738095238095,12.1,68.5,16.0,131.3,116.6,44.95,44.8,101.2,101.6,4.394,9.999,30.914,3.121,2.661,1.311,17.597,1.163,5.79,10.399,1.324,12.525,18.142,5.855,1.958,4.071,1.134,1.313,7.642,5.976,8.872,7.716,14.991,15.029,4.333,2.918,19.214,25.753
2016-08-31,208.29,209.43,204.0,204.12,200.11,198.74,198.13,189.69,234.72,218.46,213.63,209.08,209.47,207.52846153846153,98.39778452788177,78.4240088691433,99.51062856992849,101.12856039100278,96.34507494916973,95.33162379763277,80.45982558007275,93.24670323008567,94.14452837034092,89.21298110392229,92.98463904624526,89.60034091045775,104.14523658509458,106.7301063058113,102.02928385088228,74.29013224821973,100.31253761820476,99.3258636052949,96.5456612353164,95.45452447794484,74.1557548344475,96.70150894003753,102.88099128099775,101.74494832639209,153.335,0.8491,1.1156,185.608695652174,13.7,103.1,16.2,127.5,114.3,45.84,44.8,101.0,101.7,4.397,9.875,29.448,3.034,2.655,1.316,17.539,1.138,5.757,10.095,1.375,12.513,17.863,5.818,1.964,4.1,1.147,1.275,8.055,5.944,8.633,7.794,14.941,15.456,4.335,2.897,19.061,25.828
2016-09-30,179.45,183.53,192.64,196.33,195.76,193.65,194.02,185.71,204.15,203.0,203.03,200.07,202.17,194.88538461538468,98.12361772462839,77.4290938991912,99.51062856992849,100.75179484508338,96.34507494916973,95.33162379763277,79.66900058388143,91.22977184711833,94.14452837034092,91.89584947272755,91.38692790477738,93.7603420101689,104.28681790718157,111.68420713800742,102.02928385088228,126.76297049847408,100.21980177713972,99.3258636052949,96.22735884804851,94.67646040841441,72.8792342995057,105.05408475748294,102.75481648037011,101.74494832639209,160.3075,0.8659,1.1238,182.886363636364,8.9,88.7,14.8,126.2,113.6,46.57,45.23,100.6,101.2,4.396,9.921,30.018,3.041,2.654,1.325,17.344,1.163,5.694,10.102,1.372,12.346,16.69,5.812,2.032,4.09,1.125,1.282,8.582,5.883,9.084,7.926,15.011,15.789,4.336,2.906,19.255,26.476
2016-10-31,162.21,162.45,182.87,186.55,188.79,188.31,186.81,177.0,187.17,184.74,193.65,193.89,192.18,183.58615384615385,97.73535666163602,77.31945688769977,99.51062856992849,100.14671285083037,96.34507494916973,95.33162379763277,79.68637226266806,91.0348303414567,94.62158083453303,94.24888111562039,88.96456854634557,102.76594538215822,102.56800262120835,111.28895702628188,102.02928385088228,106.19572736520854,99.71332141439991,99.23138860359506,91.48920045471769,94.33865323231933,72.62265923243277,101.79418156672921,102.84216826541999,101.74494832639209,160.156,0.8965,1.0979,180.761904761905,8.7,35.1,11.2,128.8,117.0,49.52,49.87,100.1,100.8,4.395,10.037,31.078,3.092,2.653,1.202,17.943,1.19,5.664,10.057,1.352,11.953,16.32,5.813,1.802,4.129,1.075,1.299,8.212,5.854,9.191,7.657,14.361,15.893,4.337,2.906,19.209,24.579
2016-11-30,183.46,166.42,175.95,188.58,189.3,186.84,187.21,178.15,201.31,186.34,183.7,194.91,193.66,185.83307692307687,97.91330964884085,77.34645704724618,99.51062856992849,100.39412801347328,96.34507494916973,95.33162379763277,79.7078800554515,91.0348303414567,94.62158083453303,94.25967934176633,87.96653642972461,109.28379592797579,102.99004121188801,108.4072243935194,102.02928385088228,97.25981688708038,100.2456608097444,99.23138860359506,90.67980295566502,95.0456485790101,72.65840498481134,100.29666353847672,102.65775894142575,101.74494832639209,156.535,0.8463,1.0585,183.136363636364,7.9,69.2,6.1,130.4,120.6,44.73,45.87,100.0,100.4,4.4,9.952,28.201,2.888,2.655,1.276,17.573,1.207,5.517,9.836,1.366,12.79,18.503,5.831,1.914,4.091,1.07,1.306,8.031,5.846,8.932,7.638,14.043,16.12,4.341,2.936,19.08,22.518
2016-12-31,218.68,178.85,187.29,185.88,189.64,185.61,187.85,178.03,207.04,209.94,199.13,198.5,198.85,194.25307692307692,96.68977643059513,76.86290873536977,99.51062856992849,97.80885659469925,96.34507494916973,95.33162379763277,79.31412200295456,90.04110412966939,94.62158083453303,97.62283595776586,89.61010116449022,112.91696665297756,103.43823176652008,108.08922771272205,102.02928385088228,92.42563580874872,99.22199979491111,99.23138860359506,93.15346722243275,95.47298388647462,72.04834414421688,99.44834782179194,102.45393810964265,101.74494832639209,156.1425,0.8519,1.0513,173.977272727273,6.5,74.4,7.5,131.4,121.9,53.31,52.17,100.0,100.0,4.418,9.778,27.195,3.08,2.654,1.262,18.38,1.229,5.578,10.369,1.376,12.79,18.205,5.847,1.778,3.932,1.07,1.325,7.556,5.812,9.156,7.638,14.043,15.086,4.359,2.925,17.678,22.139
2017-01-31,193.27,198.12,209.84,203.34,200.99,195.68,194.38,186.03,222.45,222.8,225.12,216.2,206.72,205.76461538461535,96.8890156602886,77.99036994309509,99.51062856992849,98.07537047165144,96.34507494916973,95.33162379763277,79.8658796101299,88.64132902560154,94.62158083453303,100.91334996151089,90.64968810003727,120.43692898787053,103.1685960002525,107.23405019826136,102.02928385088228,92.80651068158699,99.16225651268653,99.23138860359506,88.11519514967792,96.39041649040495,73.95716732123316,98.9223179887385,100.84278296316667,102.29060620083294,154.01600000000002,0.8581,1.0795,176.772727272727,7.7,52.9,6.4,136.3,126.9,54.58,52.61,99.5,100.4,4.42,9.598,31.056,2.993,2.658,1.206,17.84,1.271,5.737,10.203,1.339,12.79,17.545,5.845,1.951,4.043,1.083,1.366,7.985,5.774,9.332,7.638,14.043,16.725,4.365,2.894,19.055,26.622
2017-02-28,215.96,205.45,203.79,210.81,208.28,204.73,199.08,186.02,232.12,222.09,227.3,215.79,216.94,211.4123076923077,96.94776568955717,81.11666114390673,99.51062856992849,98.12398538080232,96.34507494916973,95.33162379763277,81.87768545818147,86.87734613290733,94.62158083453303,100.53344873255823,91.81393949236252,115.70679638676155,103.56718800256108,110.03852940009567,102.02928385088228,104.11556459816889,99.9228687475757,99.23138860359506,89.85221674876847,96.7974464484867,78.58266767902167,100.17441716882345,99.30927384784611,102.29060620083294,159.19,0.8541,1.0575,184.6,5.7,71.0,7.0,136.7,126.4,54.87,53.46,100.1,99.5,4.42,9.784,31.419,3.029,2.65,1.274,18.115,1.271,5.725,10.056,1.375,12.79,17.438,5.775,1.819,4.063,1.013,1.376,7.853,5.819,9.295,7.638,14.043,14.956,4.366,3.077,19.171,25.584
2017-03-31,233.31,222.38,220.34,217.76,218.91,215.09,211.05,201.13,236.9,230.08,227.48,223.51,220.25,221.3992307692308,97.15126216774836,83.87067741763926,99.51062856992849,98.20211648479483,96.34507494916973,95.4408026606049,84.10126034287006,87.79785041329978,94.62158083453303,99.71671017315612,93.58073575911581,111.66741985425391,103.28222177466625,114.41682268316436,103.37717390016272,106.62543234994915,98.97678483055645,99.35592383310849,96.67298219022356,98.16344267969079,82.09607796280983,100.29295910303269,98.53281353629141,102.29060620083294,164.14000000000001,0.8483,1.0649,190.173913043478,11.0,134.1,9.0,137.7,127.1,51.59,49.67,100.7,99.8,4.424,9.746,29.484,3.04,2.813,1.241,17.591,1.267,5.665,9.859,1.383,12.79,17.322,5.801,1.939,4.049,1.019,1.374,8.194,5.867,9.067,7.638,14.043,16.023,4.37,3.027,19.549,24.206
2017-04-30,226.96,227.69,215.48,213.98,218.83,217.71,216.43,202.53,228.61,225.23,224.24,222.61,223.18,220.26769230769227,96.8243054831232,84.53749953976998,99.51062856992849,97.92518512731031,96.34507494916973,95.08639127464922,84.7498030175709,87.74840183625389,94.62158083453303,99.6911870931748,97.33356578557716,109.69412565230914,103.98201225835734,114.17158795475284,103.448275862069,108.62746693794507,99.41549669405643,99.35592383310849,101.50208412277377,97.7074952890051,82.85150486307721,100.7013731107379,98.77545738365225,102.29060620083294,164.47750000000002,0.841,1.0895,192.875,12.0,17.3,9.9,136.6,126.0,52.31,51.12,101.1,99.4,4.437,9.865,28.521,3.066,2.848,1.226,17.769,1.333,5.716,10.089,1.332,12.79,17.555,5.785,1.937,4.094,0.966,1.45,7.964,5.807,9.024,7.638,14.043,15.526,4.381,3.046,19.27,24.107
2017-05-31,208.83,213.73,211.7,209.82,212.75,215.95,214.99,200.64,233.03,224.59,220.33,224.03,223.41,216.44615384615383,96.80897938853138,83.08194548422328,99.51062856992849,97.92518512731031,96.34507494916973,95.08639127464922,83.5412305077011,87.14360770161589,94.62158083453303,97.13986075196559,99.75950745598534,112.91799763218444,103.42831205605538,114.5228215767635,103.18723008764165,104.34018311291963,99.77038962428608,99.35592383310849,112.14247821144374,97.53305387839863,80.98875398912666,99.88454509532745,98.41634448955821,102.29060620083294,164.99,0.8719,1.1241,200.413043478261,13.7,46.2,13.1,135.1,123.5,50.33,48.54,100.9,100.0,4.448,9.635,31.204,3.04,2.852,1.298,18.026,1.247,5.801,9.992,1.366,12.79,17.888,5.772,1.839,3.971,1.012,1.36,8.121,6.001,9.051,7.638,14.043,16.329,4.387,3.047,19.609,25.393
2017-06-30,223.63,216.27,215.21,209.84,208.89,206.02,208.4,193.75,217.59,227.31,222.85,223.74,225.59,215.3146153846154,96.76640690355416,80.0816550279615,99.51062856992849,97.88698769869175,96.34507494916973,95.08639127464922,81.32179173700933,86.83075035838334,94.62158083453303,95.15887708264653,99.64487347274101,115.85216445492989,103.19384617234446,115.52262470028738,103.18723008764165,116.68443540183114,99.99866246383078,99.35592383310849,113.12466843501328,97.6807291466369,76.83112581247114,102.33780746814185,99.72662126530678,102.29060620083294,166.09750000000003,0.8767,1.1423,206.159090909091,15.1,85.5,14.9,134.3,122.2,46.37,45.2,101.0,99.3,4.498,9.954,31.507,2.978,2.856,1.192,17.885,1.221,5.792,9.695,1.32,12.79,18.199,5.758,1.784,3.942,1.044,1.342,7.756,6.05,8.913,7.638,14.043,15.293,4.439,3.051,19.691,25.099
2017-07-31,197.4,203.22,205.6,207.15,203.53,208.18,209.14,193.39,227.64,226.4,218.83,220.39,221.47,210.94923076923075,96.7749214005496,78.31682641761063,99.51062856992849,97.88698769869175,96.34507494916973,95.08639127464922,79.68140892587188,87.7854882690383,94.62158083453303,93.91511776201857,98.09588177415196,119.83071321423233,102.40387650261069,117.9417350431893,103.57321216656146,120.48341810783319,99.88006759016108,99.35592383310849,106.03107237589997,97.7684113371534,74.73086427271625,103.70289192926995,101.8036525987156,102.29060620083294,168.764,0.8959,1.184,205.452380952381,14.9,134.4,15.8,131.9,119.2,48.48,46.68,101.0,99.6,4.518,9.709,29.614,2.894,2.891,1.269,17.922,1.196,5.737,9.979,1.289,12.79,17.826,5.744,1.873,3.769,1.043,1.32,7.758,6.043,9.334,7.638,14.043,14.613,4.463,3.05,19.57,26.056
2017-08-31,215.6,201.96,210.04,205.88,201.15,203.17,201.07,190.4,228.78,217.57,210.32,212.12,213.75,208.60076923076923,96.63017495162701,77.59354941642835,105.30433127623779,97.58922138014256,96.34507494916973,95.08639127464922,79.00970401278887,88.00895779991869,94.62158083453303,94.4579740400827,95.21785233232394,124.2453661780398,102.23975038401304,112.97236318394926,103.57321216656146,67.98128179043744,99.79624865689077,99.35592383310849,99.37400530503979,97.69549667346075,73.87296621563029,98.55743109750074,103.18186965172518,102.29060620083294,162.1375,0.9208,1.1908,189.04347826087,10.5,82.0,15.3,132.4,119.7,51.7,48.06,101.4,100.0,4.536,9.906,31.146,2.886,2.95,1.291,17.814,1.198,5.699,10.284,1.279,12.79,17.63,5.753,1.817,3.951,1.077,1.32,7.701,6.077,9.048,7.638,14.043,15.298,4.479,3.106,19.027,25.344
2017-09-30,163.61,192.41,190.6,196.8,194.58,192.38,196.35,188.87,198.95,206.58,195.63,206.33,203.31,194.3384615384615,96.61995755523247,77.97318802338376,105.30433127623779,97.58922138014256,96.34507494916973,95.08639127464922,79.51596436599921,87.81496722843104,94.62158083453303,96.84830864602516,93.31994344723495,126.60012268652562,102.35968870144978,109.65585542828869,103.57321216656146,114.66286876907425,99.91395183978099,99.35592383310849,94.2084122773778,97.58197131100258,74.15496048439464,105.9968635779907,103.09451786667528,102.29060620083294,158.12,0.8816,1.1812,188.690476190476,12.1,100.3,13.4,134.9,122.0,56.15,49.88,100.8,99.2,4.537,10.002,31.356,2.627,2.916,1.153,17.751,1.224,5.685,9.564,1.253,12.79,18.656,5.729,1.92,3.96,1.079,1.352,7.548,6.06,8.943,7.638,14.043,16.369,4.478,3.108,19.349,26.027
2017-10-31,194.34,182.98,189.01,193.0,190.9,191.52,191.7,183.91,210.33,200.04,194.22,195.82,196.81,193.42923076923077,96.79791054243732,79.47783327810572,105.30433127623779,97.86528461424938,96.34507494916973,95.08639127464922,80.88667254454424,88.07932692879167,96.89336951109841,97.9467827421441,91.81608887954835,127.39913157184807,102.26590234796542,106.61332786371058,103.57321216656146,100.25798575788403,99.39944626002595,99.29837996843676,91.99848427434635,97.89485828558242,75.95336900406376,103.64917761533141,102.97804881994207,102.29060620083294,153.606,0.8765,1.1644,189.477272727273,9.3,79.4,12.1,134.9,123.4,57.51,51.69,100.7,99.6,4.54,10.089,31.427,2.681,2.967,1.288,18.605,1.234,5.733,9.828,1.257,12.79,16.383,5.845,1.967,3.94,1.066,1.35,8.089,6.062,8.774,7.638,14.043,15.565,4.488,3.092,19.4,23.813
2017-11-30,181.5,190.51,187.89,191.16,192.82,192.9,193.07,184.02,212.86,200.27,199.43,202.06,199.38,194.45153846153846,97.18106290723242,79.9883817495285,105.30433127623779,98.31931314078358,96.34507494916973,95.08639127464922,81.29449338463034,88.16681287279592,98.77378990393336,101.560261873345,92.15354266772385,127.89812550797205,102.06119559564857,103.86633958721816,103.57321216656146,85.74567650050865,98.83946445051784,99.29837996843676,95.69079196665405,98.09791177941005,76.6269778488868,101.20980687543218,102.65775894142575,102.29060620083294,148.82,0.8798,1.1902,190.136363636364,7.3,125.1,8.1,136.9,126.1,62.71,56.54,100.5,99.2,4.534,9.929,28.568,2.801,2.921,1.234,17.778,1.267,5.645,9.349,1.204,12.79,17.303,5.864,1.909,3.894,1.064,1.379,7.747,6.084,9.205,7.638,14.043,16.018,4.483,3.148,18.849,22.629
2017-12-31,184.73,182.49,194.69,190.46,190.5,190.97,192.13,183.26,213.56,200.23,195.8,204.15,207.37,194.64153846153846,97.36242169323545,80.39665688933614,105.30433127623779,98.31931314078358,96.34507494916973,95.08639127464922,81.58071247321004,88.16681287279592,99.156666962573,101.55829855950029,95.19850784765144,128.70538222694944,102.62301192469438,100.12763284857805,103.57321216656146,79.15361139369278,98.64507586059305,99.29837996843676,97.70064418340282,100.05645502442025,77.21082513773698,99.99845648523163,102.23070577007067,102.29060620083294,147.6275,0.8875,1.1996,184.333333333333,6.6,142.4,6.3,138.3,127.1,64.37,57.95,100.4,98.5,4.539,9.643,27.907,2.738,3.014,1.208,18.146,1.27,5.564,9.685,1.109,12.79,18.018,5.899,1.908,3.839,1.071,1.378,7.78,5.991,9.238,7.638,14.043,15.117,4.489,3.143,18.26,22.066
2018-01-31,206.33,200.33,211.18,206.12,199.22,199.21,195.78,187.04,223.26,222.81,215.13,214.41,211.45,207.0976923076923,101.66,84.27,105.04,99.49,106.21,102.44,84.44,87.86,99.16,102.46,96.54,130.56,102.55,96.63,103.1,91.65,98.84,98.62,90.75,103.7,81.85,100.87,100.63,105.29,140.092,0.875,1.242,188.04347826087,6.3,194.7,6.6,138.2,127.3,69.08,63.55,99.7,98.7,4.538,9.764,31.241,2.667,3.005,1.166,17.841,1.273,5.647,9.611,1.062,12.79,16.657,5.912,2.014,3.955,1.058,1.377,8.254,6.073,9.299,7.638,14.043,16.127,4.488,3.097,19.053,26.304
